duration,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7
2.0,0.0,0.0,0.0,-25.0,0.0,0.0,0.0
2.0,30.0,-20.0,15.0,-60.0,20.0,40.0,25.0
2.0,-30.0,20.0,-15.0,-40.0,-20.0,10.0,-25.0
2.0,0.0,0.0,0.0,-25.0,0.0,0.0,0.0
