duration,joint_1,joint_2,joint_3
1.0,-28.9431,46.9832,29.3761
0.5,-28.9431,46.9832,29.3761
-1, 아령 1KG 잡기 직전
1.0,-80.2715,-1.8195,27.5692
1.0,-77.9635,38.4305,44.0761
1.0,-64.8661,49.6262,44.8099
0.5,-64.8661,49.6262,44.8099
1.0,-73.1787,41.836,46.0298
0.5,-73.1787,41.836,46.0298
0.5,0.8591,-0.9332,6.8066
1.0,-23.52517813808388,14.644059903715771,20.85164936288204
1.0,0.8591,-0.9332,6.8066
-1, 아령 2KG 잡기 직전
1.0,-82.57816729158931,8.884924552503863,20.89748699072088
1.0,-59.33333887404523,55.60263604927878,47.918140646107304
1.0,-59.33333887404523,54.682180177061156,47.8089180589394
1.0,-59.33333887404523,54.682180177061156,47.8089180589394
0.5,-59.33333887404523,54.682180177061156,47.8089180589394
1.0,-59.33333887404523,54.682180177061156,47.8089180589394
0.2,-59.33333887404523,54.682180177061156,47.8089180589394
0.8,-34.08407814233623,20.3683930846801,20.2936756860781
1.0,-34.08407814233623,20.3683930846801,20.2936756860781
1.0,-27.12764916523288,10.914594600044705,12.712945644575656
1.0,-64.24202562987819,30.597010647252688,32.45844406618836
1.0,-28.9431,46.9832,29.3761
-1, 아령 3KG 잡기 직전
1.0,-25.41704962633031,37.639070313483685,22.32730527633688
1.5,-43.68919159809109,55.60263604927878,47.918140646107304
1.5,-43.68919159809109,55.60263604927878,47.918140646107304
1.5,-43.68919159809109,55.60263604927878,47.918140646107304
1.0,-43.68919159809109,55.60263604927878,47.918140646107304
1.0,-71.16538410283383,0.0,27.117896704788553
1.0,-48.4221,11.154110383348078,16.2821
2.0,-49.64395789935314,55.60263604927878,47.918140646107304
-1, 아령 반대팔로 건네주기
1.0,-49.64395789935314,55.60263604927878,47.918140646107304
1.2,-49.64395789935314,55.60263604927878,47.918140646107304
0.4,-49.64395789935313,55.60263604927878,47.91814064610731
0.2,-49.64395789935314,55.60263604927878,47.918140646107304
